"Seade","Mõõtmise aeg","elektrijuhtivus","hägusus","hapnik","pH","Laekumise aeg"
"Muuli VKM","15.04.2024 17:55","784 μS/cm","622.43 NTU","9.18 mg/L","7.52","15.04.2024 17:57"
"Muuli VKM","15.04.2024 17:50","784 μS/cm","613.04 NTU","9.17 mg/L","7.53","15.04.2024 17:52"
"Muuli VKM","15.04.2024 17:45","783 μS/cm","601.56 NTU","9.17 mg/L","7.54","15.04.2024 17:47"
"Muuli VKM","15.04.2024 17:40","783 μS/cm","590.36 NTU","9.18 mg/L","7.54","15.04.2024 17:42"
"Muuli VKM","15.04.2024 17:35","783 μS/cm","579.17 NTU","9.14 mg/L","7.54","15.04.2024 17:42"
"Muuli VKM","15.04.2024 17:30","782 μS/cm","568.13 NTU","9.17 mg/L","7.54","15.04.2024 17:32"
"Muuli VKM","15.04.2024 17:25","781 μS/cm","557.01 NTU","9.14 mg/L","7.54","15.04.2024 17:27"
"Muuli VKM","15.04.2024 17:20","781 μS/cm","545.8 NTU","9.13 mg/L","7.53","15.04.2024 17:22"
"Muuli VKM","15.04.2024 17:15","781 μS/cm","534.21 NTU","9.14 mg/L","7.52","15.04.2024 17:17"
"Muuli VKM","15.04.2024 17:10","781 μS/cm","531.65 NTU","9.12 mg/L","7.49","15.04.2024 17:12"
"Muuli VKM","15.04.2024 17:05","781 μS/cm","525.73 NTU","9.1 mg/L","7.44","15.04.2024 17:07"
"Muuli VKM","15.04.2024 17:00","786 μS/cm","524.35 NTU","9.18 mg/L","7.41","15.04.2024 17:02"
"Muuli VKM","15.04.2024 16:55","786 μS/cm","525.05 NTU","9.16 mg/L","7.41","15.04.2024 16:57"
"Muuli VKM","15.04.2024 16:50","786 μS/cm","525.71 NTU","9.18 mg/L","7.42","15.04.2024 16:52"
"Muuli VKM","15.04.2024 16:45","785 μS/cm","526.37 NTU","9.19 mg/L","7.43","15.04.2024 16:47"
"Muuli VKM","15.04.2024 16:40","785 μS/cm","527.04 NTU","9.19 mg/L","7.43","15.04.2024 16:42"
"Muuli VKM","15.04.2024 16:35","785 μS/cm","527.68 NTU","9.2 mg/L","7.44","15.04.2024 16:37"
"Muuli VKM","15.04.2024 16:30","783 μS/cm","528.42 NTU","9.18 mg/L","7.44","15.04.2024 16:32"
"Muuli VKM","15.04.2024 16:25","783 μS/cm","529.77 NTU","9.19 mg/L","7.45","15.04.2024 16:27"
"Muuli VKM","15.04.2024 16:20","782 μS/cm","531.29 NTU","9.21 mg/L","7.46","15.04.2024 16:22"
"Muuli VKM","15.04.2024 16:15","781 μS/cm","533.3 NTU","9.21 mg/L","7.46","15.04.2024 16:17"
"Muuli VKM","15.04.2024 16:10","781 μS/cm","535.58 NTU","9.21 mg/L","7.47","15.04.2024 16:12"
"Muuli VKM","15.04.2024 16:05","781 μS/cm","538.23 NTU","9.23 mg/L","7.48","15.04.2024 16:07"
"Muuli VKM","15.04.2024 16:00","780 μS/cm","545.87 NTU","9.24 mg/L","7.48","15.04.2024 16:02"
"Muuli VKM","15.04.2024 15:55","779 μS/cm","555.16 NTU","9.25 mg/L","7.49","15.04.2024 15:57"
"Muuli VKM","15.04.2024 15:50","777 μS/cm","564.45 NTU","9.24 mg/L","7.5","15.04.2024 15:52"
"Muuli VKM","15.04.2024 15:45","772 μS/cm","571.91 NTU","9.24 mg/L","7.5","15.04.2024 15:47"
"Muuli VKM","15.04.2024 15:40","768 μS/cm","579.13 NTU","9.24 mg/L","7.51","15.04.2024 15:42"
"Muuli VKM","15.04.2024 15:35","764 μS/cm","585.96 NTU","9.25 mg/L","7.52","15.04.2024 15:37"
"Muuli VKM","15.04.2024 15:30","760 μS/cm","592.34 NTU","9.25 mg/L","7.52","15.04.2024 15:32"
"Muuli VKM","15.04.2024 15:25","756 μS/cm","598.37 NTU","9.24 mg/L","7.52","15.04.2024 15:27"
"Muuli VKM","15.04.2024 15:20","752 μS/cm","604.17 NTU","9.21 mg/L","7.51","15.04.2024 15:22"
"Muuli VKM","15.04.2024 15:15","748 μS/cm","609.56 NTU","9.22 mg/L","7.5","15.04.2024 15:17"
"Muuli VKM","15.04.2024 15:10","744 μS/cm","610.06 NTU","9.24 mg/L","7.48","15.04.2024 15:12"
"Muuli VKM","15.04.2024 15:05","743 μS/cm","608.84 NTU","9.24 mg/L","7.45","15.04.2024 15:07"
"Muuli VKM","15.04.2024 15:00","748 μS/cm","607.85 NTU","9.35 mg/L","7.43","15.04.2024 15:02"
"Muuli VKM","15.04.2024 14:55","748 μS/cm","608.83 NTU","9.33 mg/L","7.44","15.04.2024 14:57"
"Muuli VKM","15.04.2024 14:50","748 μS/cm","609.95 NTU","9.34 mg/L","7.44","15.04.2024 14:57"
"Muuli VKM","15.04.2024 14:45","748 μS/cm","610.99 NTU","9.34 mg/L","7.45","15.04.2024 14:52"
"Muuli VKM","15.04.2024 14:40","748 μS/cm","612.37 NTU","9.32 mg/L","7.45","15.04.2024 14:42"
"Muuli VKM","15.04.2024 14:35","748 μS/cm","613.45 NTU","9.37 mg/L","7.46","15.04.2024 14:42"
"Muuli VKM","15.04.2024 14:30","748 μS/cm","613.87 NTU","9.35 mg/L","7.46","15.04.2024 14:37"
"Muuli VKM","15.04.2024 14:25","748 μS/cm","614.03 NTU","9.32 mg/L","7.47","15.04.2024 14:27"
"Muuli VKM","15.04.2024 14:20","748 μS/cm","613.82 NTU","9.36 mg/L","7.48","15.04.2024 14:22"
"Muuli VKM","15.04.2024 14:15","748 μS/cm","613.79 NTU","9.33 mg/L","7.48","15.04.2024 14:17"
"Muuli VKM","15.04.2024 14:10","748 μS/cm","613.5 NTU","9.33 mg/L","7.49","15.04.2024 14:12"
"Muuli VKM","15.04.2024 14:05","748 μS/cm","618.35 NTU","9.33 mg/L","7.49","15.04.2024 14:07"
"Muuli VKM","15.04.2024 14:00","747 μS/cm","619.54 NTU","9.31 mg/L","7.5","15.04.2024 14:02"
"Muuli VKM","15.04.2024 13:55","745 μS/cm","618.79 NTU","9.35 mg/L","7.5","15.04.2024 13:57"
"Muuli VKM","15.04.2024 13:50","742 μS/cm","608.62 NTU","9.32 mg/L","7.51","15.04.2024 13:52"
"Muuli VKM","15.04.2024 13:45","736 μS/cm","608.73 NTU","9.29 mg/L","7.51","15.04.2024 13:47"
"Muuli VKM","15.04.2024 13:40","730 μS/cm","609.57 NTU","9.33 mg/L","7.51","15.04.2024 13:42"
"Muuli VKM","15.04.2024 13:35","725 μS/cm","610.8 NTU","9.31 mg/L","7.51","15.04.2024 13:37"
"Muuli VKM","15.04.2024 13:30","719 μS/cm","612.44 NTU","9.3 mg/L","7.51","15.04.2024 13:32"
"Muuli VKM","15.04.2024 13:25","713 μS/cm","614.02 NTU","9.24 mg/L","7.51","15.04.2024 13:27"
"Muuli VKM","15.04.2024 13:20","706 μS/cm","615.86 NTU","9.25 mg/L","7.5","15.04.2024 13:22"
"Muuli VKM","15.04.2024 13:15","700 μS/cm","612.52 NTU","9.24 mg/L","7.48","15.04.2024 13:17"
"Muuli VKM","15.04.2024 13:10","695 μS/cm","612.85 NTU","9.22 mg/L","7.45","15.04.2024 13:12"
"Muuli VKM","15.04.2024 13:05","694 μS/cm","615.47 NTU","9.25 mg/L","7.41","15.04.2024 13:07"
"Muuli VKM","15.04.2024 13:00","702 μS/cm","627.62 NTU","9.4 mg/L","7.41","15.04.2024 13:02"
"Muuli VKM","15.04.2024 12:55","702 μS/cm","629.7 NTU","9.4 mg/L","7.41","15.04.2024 12:57"
"Muuli VKM","15.04.2024 12:50","702 μS/cm","632.15 NTU","9.4 mg/L","7.42","15.04.2024 12:52"
"Muuli VKM","15.04.2024 12:45","702 μS/cm","634.37 NTU","9.4 mg/L","7.42","15.04.2024 12:47"
"Muuli VKM","15.04.2024 12:40","703 μS/cm","636.2 NTU","9.43 mg/L","7.42","15.04.2024 12:42"
"Muuli VKM","15.04.2024 12:35","703 μS/cm","637.84 NTU","9.4 mg/L","7.43","15.04.2024 12:37"
"Muuli VKM","15.04.2024 12:30","705 μS/cm","639.26 NTU","9.42 mg/L","7.43","15.04.2024 12:32"
"Muuli VKM","15.04.2024 12:25","705 μS/cm","640.64 NTU","9.41 mg/L","7.44","15.04.2024 12:27"
"Muuli VKM","15.04.2024 12:20","705 μS/cm","642.11 NTU","9.43 mg/L","7.44","15.04.2024 12:27"
"Muuli VKM","15.04.2024 12:15","706 μS/cm","643.5 NTU","9.41 mg/L","7.45","15.04.2024 12:17"
"Muuli VKM","15.04.2024 12:10","706 μS/cm","643.46 NTU","9.42 mg/L","7.45","15.04.2024 12:12"
"Muuli VKM","15.04.2024 12:05","707 μS/cm","640.88 NTU","9.4 mg/L","7.46","15.04.2024 12:07"
"Muuli VKM","15.04.2024 12:00","706 μS/cm","645.31 NTU","9.43 mg/L","7.46","15.04.2024 12:02"
"Muuli VKM","15.04.2024 11:55","704 μS/cm","645.73 NTU","9.4 mg/L","7.47","15.04.2024 11:57"
"Muuli VKM","15.04.2024 11:50","700 μS/cm","652.22 NTU","9.39 mg/L","7.47","15.04.2024 11:52"
"Muuli VKM","15.04.2024 11:45","693 μS/cm","647.83 NTU","9.39 mg/L","7.47","15.04.2024 11:47"
"Muuli VKM","15.04.2024 11:40","685 μS/cm","643.34 NTU","9.38 mg/L","7.47","15.04.2024 11:42"
"Muuli VKM","15.04.2024 11:35","678 μS/cm","638.71 NTU","9.37 mg/L","7.48","15.04.2024 11:37"
"Muuli VKM","15.04.2024 11:30","671 μS/cm","633.62 NTU","9.38 mg/L","7.48","15.04.2024 11:32"
"Muuli VKM","15.04.2024 11:25","663 μS/cm","628.27 NTU","9.35 mg/L","7.47","15.04.2024 11:27"
"Muuli VKM","15.04.2024 11:20","656 μS/cm","623.93 NTU","9.31 mg/L","7.46","15.04.2024 11:22"
"Muuli VKM","15.04.2024 11:15","650 μS/cm","622.11 NTU","9.35 mg/L","7.45","15.04.2024 11:17"
"Muuli VKM","15.04.2024 11:10","644 μS/cm","612.57 NTU","9.33 mg/L","7.42","15.04.2024 11:12"
"Muuli VKM","15.04.2024 11:05","640 μS/cm","607.07 NTU","9.3 mg/L","7.39","15.04.2024 11:07"
"Muuli VKM","15.04.2024 11:00","643 μS/cm","595.75 NTU","9.37 mg/L","7.39","15.04.2024 11:02"
"Muuli VKM","15.04.2024 10:55","644 μS/cm","595.44 NTU","9.4 mg/L","7.39","15.04.2024 11:02"
"Muuli VKM","15.04.2024 10:50","644 μS/cm","595.28 NTU","9.39 mg/L","7.4","15.04.2024 10:52"
"Muuli VKM","15.04.2024 10:45","644 μS/cm","595.22 NTU","9.43 mg/L","7.4","15.04.2024 10:47"
"Muuli VKM","15.04.2024 10:40","643 μS/cm","595.45 NTU","9.39 mg/L","7.41","15.04.2024 10:42"
"Muuli VKM","15.04.2024 10:35","643 μS/cm","596.02 NTU","9.41 mg/L","7.41","15.04.2024 10:37"
"Muuli VKM","15.04.2024 10:30","644 μS/cm","596.85 NTU","9.4 mg/L","7.42","15.04.2024 10:32"
"Muuli VKM","15.04.2024 10:25","643 μS/cm","597.96 NTU","9.41 mg/L","7.42","15.04.2024 10:27"
"Muuli VKM","15.04.2024 10:20","643 μS/cm","599.19 NTU","9.38 mg/L","7.43","15.04.2024 10:22"
"Muuli VKM","15.04.2024 10:15","643 μS/cm","600.58 NTU","9.39 mg/L","7.43","15.04.2024 10:17"
"Muuli VKM","15.04.2024 10:10","643 μS/cm","601.94 NTU","9.4 mg/L","7.44","15.04.2024 10:12"
"Muuli VKM","15.04.2024 10:05","642 μS/cm","603.41 NTU","9.41 mg/L","7.44","15.04.2024 10:07"
"Muuli VKM","15.04.2024 10:00","642 μS/cm","600.65 NTU","9.42 mg/L","7.45","15.04.2024 10:02"
"Muuli VKM","15.04.2024 09:55","642 μS/cm","601.07 NTU","9.41 mg/L","7.45","15.04.2024 09:57"
"Muuli VKM","15.04.2024 09:50","641 μS/cm","598.9 NTU","9.41 mg/L","7.46","15.04.2024 09:52"
"Muuli VKM","15.04.2024 09:45","642 μS/cm","607.08 NTU","9.42 mg/L","7.46","15.04.2024 09:47"
"Muuli VKM","15.04.2024 09:40","643 μS/cm","615.2 NTU","9.41 mg/L","7.46","15.04.2024 09:42"
"Muuli VKM","15.04.2024 09:35","644 μS/cm","623.1 NTU","9.39 mg/L","7.47","15.04.2024 09:37"
"Muuli VKM","15.04.2024 09:30","645 μS/cm","630.93 NTU","9.39 mg/L","7.47","15.04.2024 09:32"
"Muuli VKM","15.04.2024 09:25","646 μS/cm","638.76 NTU","9.4 mg/L","7.46","15.04.2024 09:32"
"Muuli VKM","15.04.2024 09:20","648 μS/cm","646.69 NTU","9.37 mg/L","7.46","15.04.2024 09:32"
"Muuli VKM","15.04.2024 09:15","649 μS/cm","654.52 NTU","9.38 mg/L","7.44","15.04.2024 09:17"
"Muuli VKM","15.04.2024 09:10","649 μS/cm","666.6 NTU","9.36 mg/L","7.42","15.04.2024 09:12"
"Muuli VKM","15.04.2024 09:05","652 μS/cm","675.35 NTU","9.34 mg/L","7.39","15.04.2024 09:07"
"Muuli VKM","15.04.2024 09:00","652 μS/cm","686.78 NTU","9.31 mg/L","7.36","15.04.2024 09:02"
"Muuli VKM","15.04.2024 08:55","652 μS/cm","687.56 NTU","9.29 mg/L","7.37","15.04.2024 08:57"
"Muuli VKM","15.04.2024 08:50","652 μS/cm","688.28 NTU","9.32 mg/L","7.37","15.04.2024 08:52"
"Muuli VKM","15.04.2024 08:45","652 μS/cm","688.9 NTU","9.3 mg/L","7.38","15.04.2024 08:47"
"Muuli VKM","15.04.2024 08:40","652 μS/cm","689.49 NTU","9.3 mg/L","7.39","15.04.2024 08:42"
"Muuli VKM","15.04.2024 08:35","652 μS/cm","690.08 NTU","9.31 mg/L","7.39","15.04.2024 08:37"
"Muuli VKM","15.04.2024 08:30","651 μS/cm","690.53 NTU","9.32 mg/L","7.4","15.04.2024 08:32"
"Muuli VKM","15.04.2024 08:25","652 μS/cm","691.02 NTU","9.33 mg/L","7.4","15.04.2024 08:27"
"Muuli VKM","15.04.2024 08:20","651 μS/cm","691.49 NTU","9.33 mg/L","7.41","15.04.2024 08:22"
"Muuli VKM","15.04.2024 08:15","651 μS/cm","692.06 NTU","9.31 mg/L","7.42","15.04.2024 08:17"
"Muuli VKM","15.04.2024 08:10","650 μS/cm","692.59 NTU","9.33 mg/L","7.42","15.04.2024 08:12"
"Muuli VKM","15.04.2024 08:05","650 μS/cm","693.33 NTU","9.32 mg/L","7.43","15.04.2024 08:07"
"Muuli VKM","15.04.2024 08:00","650 μS/cm","686.97 NTU","9.31 mg/L","7.44","15.04.2024 08:02"
"Muuli VKM","15.04.2024 07:55","652 μS/cm","688.08 NTU","9.32 mg/L","7.44","15.04.2024 07:57"
"Muuli VKM","15.04.2024 07:50","655 μS/cm","686.14 NTU","9.32 mg/L","7.45","15.04.2024 07:52"
"Muuli VKM","15.04.2024 07:45","663 μS/cm","678.01 NTU","9.31 mg/L","7.46","15.04.2024 07:47"
"Muuli VKM","15.04.2024 07:40","671 μS/cm","669.91 NTU","9.33 mg/L","7.46","15.04.2024 07:42"
"Muuli VKM","15.04.2024 07:35","679 μS/cm","661.81 NTU","9.31 mg/L","7.47","15.04.2024 07:37"
"Muuli VKM","15.04.2024 07:30","686 μS/cm","653.51 NTU","9.3 mg/L","7.48","15.04.2024 07:32"
"Muuli VKM","15.04.2024 07:25","695 μS/cm","645.17 NTU","9.3 mg/L","7.48","15.04.2024 07:27"
"Muuli VKM","15.04.2024 07:20","703 μS/cm","636.75 NTU","9.29 mg/L","7.49","15.04.2024 07:22"
"Muuli VKM","15.04.2024 07:15","711 μS/cm","628.02 NTU","9.32 mg/L","7.48","15.04.2024 07:17"
"Muuli VKM","15.04.2024 07:10","720 μS/cm","626.41 NTU","9.31 mg/L","7.46","15.04.2024 07:12"
"Muuli VKM","15.04.2024 07:05","726 μS/cm","617.48 NTU","9.31 mg/L","7.42","15.04.2024 07:07"
"Muuli VKM","15.04.2024 07:00","723 μS/cm","611.52 NTU","9.23 mg/L","7.39","15.04.2024 07:02"
"Muuli VKM","15.04.2024 06:55","723 μS/cm","611.63 NTU","9.21 mg/L","7.4","15.04.2024 06:57"
"Muuli VKM","15.04.2024 06:50","723 μS/cm","611.66 NTU","9.22 mg/L","7.4","15.04.2024 06:52"
"Muuli VKM","15.04.2024 06:45","723 μS/cm","611.59 NTU","9.22 mg/L","7.4","15.04.2024 06:52"
"Muuli VKM","15.04.2024 06:40","722 μS/cm","611.79 NTU","9.21 mg/L","7.41","15.04.2024 06:42"
"Muuli VKM","15.04.2024 06:35","721 μS/cm","611.93 NTU","9.23 mg/L","7.41","15.04.2024 06:37"
"Muuli VKM","15.04.2024 06:30","721 μS/cm","612.14 NTU","9.23 mg/L","7.42","15.04.2024 06:32"
"Muuli VKM","15.04.2024 06:25","721 μS/cm","612.41 NTU","9.22 mg/L","7.42","15.04.2024 06:27"
"Muuli VKM","15.04.2024 06:20","721 μS/cm","612.85 NTU","9.23 mg/L","7.43","15.04.2024 06:22"
"Muuli VKM","15.04.2024 06:15","720 μS/cm","613.03 NTU","9.23 mg/L","7.43","15.04.2024 06:17"
"Muuli VKM","15.04.2024 06:10","720 μS/cm","613.58 NTU","9.23 mg/L","7.43","15.04.2024 06:12"
"Muuli VKM","15.04.2024 06:05","721 μS/cm","613.97 NTU","9.22 mg/L","7.44","15.04.2024 06:07"
"Muuli VKM","15.04.2024 06:00","720 μS/cm","610.41 NTU","9.24 mg/L","7.44","15.04.2024 06:02"
"Muuli VKM","15.04.2024 05:55","719 μS/cm","611.38 NTU","9.22 mg/L","7.45","15.04.2024 05:57"
"Muuli VKM","15.04.2024 05:50","716 μS/cm","610.66 NTU","9.25 mg/L","7.45","15.04.2024 05:52"
"Muuli VKM","15.04.2024 05:45","713 μS/cm","611.53 NTU","9.23 mg/L","7.46","15.04.2024 05:47"
"Muuli VKM","15.04.2024 05:40","708 μS/cm","612.32 NTU","9.22 mg/L","7.46","15.04.2024 05:42"
"Muuli VKM","15.04.2024 05:35","704 μS/cm","613.19 NTU","9.22 mg/L","7.46","15.04.2024 05:42"
"Muuli VKM","15.04.2024 05:30","699 μS/cm","613.86 NTU","9.24 mg/L","7.46","15.04.2024 05:42"
"Muuli VKM","15.04.2024 05:25","695 μS/cm","614.65 NTU","9.23 mg/L","7.46","15.04.2024 05:42"
"Muuli VKM","15.04.2024 05:20","691 μS/cm","614.98 NTU","9.22 mg/L","7.45","15.04.2024 05:22"
"Muuli VKM","15.04.2024 05:15","687 μS/cm","615.54 NTU","9.23 mg/L","7.44","15.04.2024 05:17"
"Muuli VKM","15.04.2024 05:10","683 μS/cm","620.04 NTU","9.2 mg/L","7.41","15.04.2024 05:12"
"Muuli VKM","15.04.2024 05:05","681 μS/cm","620.03 NTU","9.2 mg/L","7.38","15.04.2024 05:07"
"Muuli VKM","15.04.2024 05:00","674 μS/cm","621.5 NTU","9.13 mg/L","7.37","15.04.2024 05:02"
"Muuli VKM","15.04.2024 04:55","674 μS/cm","621.29 NTU","9.13 mg/L","7.37","15.04.2024 04:57"
"Muuli VKM","15.04.2024 04:50","674 μS/cm","620.97 NTU","9.14 mg/L","7.38","15.04.2024 04:52"
"Muuli VKM","15.04.2024 04:45","674 μS/cm","620.75 NTU","9.16 mg/L","7.38","15.04.2024 04:47"
"Muuli VKM","15.04.2024 04:40","674 μS/cm","620.48 NTU","9.13 mg/L","7.38","15.04.2024 04:42"
"Muuli VKM","15.04.2024 04:35","673 μS/cm","620.3 NTU","9.16 mg/L","7.39","15.04.2024 04:37"
"Muuli VKM","15.04.2024 04:30","674 μS/cm","620.49 NTU","9.15 mg/L","7.39","15.04.2024 04:32"
"Muuli VKM","15.04.2024 04:25","674 μS/cm","620.62 NTU","9.15 mg/L","7.4","15.04.2024 04:32"
"Muuli VKM","15.04.2024 04:20","673 μS/cm","620.85 NTU","9.15 mg/L","7.4","15.04.2024 04:22"
"Muuli VKM","15.04.2024 04:15","674 μS/cm","621.15 NTU","9.17 mg/L","7.41","15.04.2024 04:17"
"Muuli VKM","15.04.2024 04:10","674 μS/cm","621.73 NTU","9.15 mg/L","7.41","15.04.2024 04:12"
"Muuli VKM","15.04.2024 04:05","674 μS/cm","622.96 NTU","9.16 mg/L","7.42","15.04.2024 04:07"
"Muuli VKM","15.04.2024 04:00","673 μS/cm","621.81 NTU","9.17 mg/L","7.42","15.04.2024 04:02"
"Muuli VKM","15.04.2024 03:55","673 μS/cm","623.45 NTU","9.16 mg/L","7.43","15.04.2024 03:57"
"Muuli VKM","15.04.2024 03:50","674 μS/cm","648.19 NTU","9.18 mg/L","7.43","15.04.2024 03:52"
"Muuli VKM","15.04.2024 03:45","673 μS/cm","654.18 NTU","9.16 mg/L","7.44","15.04.2024 03:47"
"Muuli VKM","15.04.2024 03:40","671 μS/cm","659.98 NTU","9.17 mg/L","7.44","15.04.2024 03:42"
"Muuli VKM","15.04.2024 03:35","670 μS/cm","665.72 NTU","9.16 mg/L","7.45","15.04.2024 03:37"
"Muuli VKM","15.04.2024 03:30","669 μS/cm","671.19 NTU","9.16 mg/L","7.45","15.04.2024 03:37"
"Muuli VKM","15.04.2024 03:25","668 μS/cm","676.53 NTU","9.14 mg/L","7.45","15.04.2024 03:27"
"Muuli VKM","15.04.2024 03:20","667 μS/cm","681.53 NTU","9.16 mg/L","7.45","15.04.2024 03:22"
"Muuli VKM","15.04.2024 03:15","666 μS/cm","686.14 NTU","9.17 mg/L","7.43","15.04.2024 03:17"
"Muuli VKM","15.04.2024 03:10","665 μS/cm","693.09 NTU","9.16 mg/L","7.41","15.04.2024 03:12"
"Muuli VKM","15.04.2024 03:05","663 μS/cm","696.98 NTU","9.14 mg/L","7.38","15.04.2024 03:07"
"Muuli VKM","15.04.2024 03:00","661 μS/cm","678.01 NTU","9.09 mg/L","7.37","15.04.2024 03:02"
"Muuli VKM","15.04.2024 02:55","662 μS/cm","677.7 NTU","9.1 mg/L","7.37","15.04.2024 02:57"
"Muuli VKM","15.04.2024 02:50","662 μS/cm","677.43 NTU","9.08 mg/L","7.38","15.04.2024 02:52"
"Muuli VKM","15.04.2024 02:45","662 μS/cm","677.13 NTU","9.09 mg/L","7.38","15.04.2024 02:47"
"Muuli VKM","15.04.2024 02:40","662 μS/cm","676.9 NTU","9.11 mg/L","7.39","15.04.2024 02:42"
"Muuli VKM","15.04.2024 02:35","662 μS/cm","676.76 NTU","9.08 mg/L","7.39","15.04.2024 02:37"
"Muuli VKM","15.04.2024 02:30","661 μS/cm","676.73 NTU","9.09 mg/L","7.4","15.04.2024 02:32"
"Muuli VKM","15.04.2024 02:25","661 μS/cm","676.77 NTU","9.09 mg/L","7.4","15.04.2024 02:27"
"Muuli VKM","15.04.2024 02:20","661 μS/cm","677.01 NTU","9.11 mg/L","7.41","15.04.2024 02:22"
"Muuli VKM","15.04.2024 02:15","661 μS/cm","677.43 NTU","9.09 mg/L","7.42","15.04.2024 02:17"
"Muuli VKM","15.04.2024 02:10","661 μS/cm","677.99 NTU","9.11 mg/L","7.42","15.04.2024 02:12"
"Muuli VKM","15.04.2024 02:05","660 μS/cm","678.9 NTU","9.1 mg/L","7.43","15.04.2024 02:07"
"Muuli VKM","15.04.2024 02:00","660 μS/cm","678.27 NTU","9.1 mg/L","7.43","15.04.2024 02:02"
"Muuli VKM","15.04.2024 01:55","661 μS/cm","683.98 NTU","9.12 mg/L","7.44","15.04.2024 01:57"
"Muuli VKM","15.04.2024 01:50","663 μS/cm","678.36 NTU","9.1 mg/L","7.45","15.04.2024 01:52"
"Muuli VKM","15.04.2024 01:45","670 μS/cm","672.67 NTU","9.1 mg/L","7.45","15.04.2024 01:47"
"Muuli VKM","15.04.2024 01:40","676 μS/cm","666.8 NTU","9.09 mg/L","7.46","15.04.2024 01:42"
"Muuli VKM","15.04.2024 01:35","683 μS/cm","660.79 NTU","9.11 mg/L","7.46","15.04.2024 01:37"
"Muuli VKM","15.04.2024 01:30","689 μS/cm","654.66 NTU","9.11 mg/L","7.47","15.04.2024 01:32"
"Muuli VKM","15.04.2024 01:25","696 μS/cm","648.2 NTU","9.11 mg/L","7.47","15.04.2024 01:27"
"Muuli VKM","15.04.2024 01:20","703 μS/cm","641.42 NTU","9.09 mg/L","7.47","15.04.2024 01:22"
"Muuli VKM","15.04.2024 01:15","709 μS/cm","634.19 NTU","9.1 mg/L","7.46","15.04.2024 01:17"
"Muuli VKM","15.04.2024 01:10","714 μS/cm","628.5 NTU","9.07 mg/L","7.44","15.04.2024 01:12"
"Muuli VKM","15.04.2024 01:05","720 μS/cm","616.37 NTU","9.08 mg/L","7.4","15.04.2024 01:07"
"Muuli VKM","15.04.2024 01:00","716 μS/cm","615.7 NTU","8.97 mg/L","7.37","15.04.2024 01:02"
"Muuli VKM","15.04.2024 00:55","716 μS/cm","614.97 NTU","8.97 mg/L","7.37","15.04.2024 00:57"
"Muuli VKM","15.04.2024 00:50","716 μS/cm","614.31 NTU","8.99 mg/L","7.38","15.04.2024 00:52"
"Muuli VKM","15.04.2024 00:45","715 μS/cm","613.53 NTU","8.98 mg/L","7.38","15.04.2024 00:47"
"Muuli VKM","15.04.2024 00:40","715 μS/cm","612.52 NTU","8.98 mg/L","7.38","15.04.2024 00:42"
"Muuli VKM","15.04.2024 00:35","715 μS/cm","611.86 NTU","9 mg/L","7.39","15.04.2024 00:37"
"Muuli VKM","15.04.2024 00:30","714 μS/cm","610.98 NTU","9 mg/L","7.39","15.04.2024 00:32"
"Muuli VKM","15.04.2024 00:25","714 μS/cm","610.14 NTU","9 mg/L","7.4","15.04.2024 00:27"
"Muuli VKM","15.04.2024 00:20","715 μS/cm","609.37 NTU","9.02 mg/L","7.41","15.04.2024 00:22"
"Muuli VKM","15.04.2024 00:15","715 μS/cm","609.17 NTU","9.01 mg/L","7.41","15.04.2024 00:17"
"Muuli VKM","15.04.2024 00:10","715 μS/cm","609.22 NTU","9 mg/L","7.42","15.04.2024 00:12"
"Muuli VKM","15.04.2024 00:05","714 μS/cm","610.05 NTU","8.99 mg/L","7.42","15.04.2024 00:07"
"Muuli VKM","15.04.2024 00:00","713 μS/cm","610.96 NTU","9 mg/L","7.43","15.04.2024 00:02"
"Muuli VKM","14.04.2024 23:55","712 μS/cm","612.97 NTU","8.99 mg/L","7.44","14.04.2024 23:57"
"Muuli VKM","14.04.2024 23:50","711 μS/cm","613.12 NTU","8.98 mg/L","7.44","14.04.2024 23:52"
"Muuli VKM","14.04.2024 23:45","707 μS/cm","618.09 NTU","8.99 mg/L","7.45","14.04.2024 23:47"
"Muuli VKM","14.04.2024 23:40","702 μS/cm","623.19 NTU","8.98 mg/L","7.45","14.04.2024 23:42"
"Muuli VKM","14.04.2024 23:35","698 μS/cm","628.52 NTU","8.99 mg/L","7.46","14.04.2024 23:37"
"Muuli VKM","14.04.2024 23:30","694 μS/cm","633.75 NTU","9.01 mg/L","7.46","14.04.2024 23:32"
"Muuli VKM","14.04.2024 23:25","690 μS/cm","638.49 NTU","9.01 mg/L","7.46","14.04.2024 23:27"
"Muuli VKM","14.04.2024 23:20","685 μS/cm","642.99 NTU","8.98 mg/L","7.46","14.04.2024 23:22"
"Muuli VKM","14.04.2024 23:15","682 μS/cm","646.82 NTU","9 mg/L","7.45","14.04.2024 23:17"
"Muuli VKM","14.04.2024 23:10","681 μS/cm","650.61 NTU","9.06 mg/L","7.43","14.04.2024 23:12"
"Muuli VKM","14.04.2024 23:05","679 μS/cm","653.35 NTU","9.07 mg/L","7.39","14.04.2024 23:07"
"Muuli VKM","14.04.2024 23:00","675 μS/cm","658 NTU","9 mg/L","7.37","14.04.2024 23:02"
